review_id,product_url,text,rating,date_raw,date,is_from_2023
hiking-boots-outdoor-5,https://web-scraping.dev/product/19,"Great boots! The size was perfect, and they're very comfortable.",5,2022-10-19,2022-10-19,False
women-sandals-1,https://web-scraping.dev/product/20,Stylish and comfortable! I love the strappy design.,5,2022-06-12,2022-06-12,False
women-sandals-2,https://web-scraping.dev/product/20,"These sandals look great, but they're a bit tight. Maybe they'll stretch over time.",4,2022-07-18,2022-07-18,False
women-sandals-3,https://web-scraping.dev/product/20,Absolutely love these sandals! They're so elegant and surprisingly comfortable.,5,2022-08-03,2022-08-03,False
women-sandals-4,https://web-scraping.dev/product/20,"The sandals are pretty, but the heel is higher than I expected.",3,2022-09-27,2022-09-27,False
women-sandals-5,https://web-scraping.dev/product/20,"Great quality for the price. The buckle closure is secure, and the heel feels sturdy.",4,2022-10-14,2022-10-14,False
men-running-shoes-1,https://web-scraping.dev/product/21,"Great shoes for running! Comfortable and stylish, with excellent traction.",5,2022-07-01,2022-07-01,False
men-running-shoes-2,https://web-scraping.dev/product/21,Very happy with my purchase. These shoes provide good support for my morning jogs.,4,2022-07-20,2022-07-20,False
men-running-shoes-3,https://web-scraping.dev/product/21,"These shoes look good, but they wore out a bit faster than I expected.",3,2022-08-10,2022-08-10,False
men-running-shoes-4,https://web-scraping.dev/product/21,"Best running shoes I've had in a while. They're really comfortable, even on long runs.",5,2022-09-15,2022-09-15,False
men-running-shoes-5,https://web-scraping.dev/product/21,"Good shoes, but they run a little small. I'd recommend ordering a half size up.",4,2022-10-05,2022-10-05,False
kids-light-up-sneakers-1,https://web-scraping.dev/product/22,My daughter loves these shoes! She doesn't want to take them off. They're comfortable and the lights are a big hit.,5,2022-07-01,2022-07-01,False
kids-light-up-sneakers-2,https://web-scraping.dev/product/22,"Bought these for my son's birthday, and they were the star of the party. Great shoes!",5,2022-07-20,2022-07-20,False
kids-light-up-sneakers-3,https://web-scraping.dev/product/22,"Cool shoes, but the lights stopped working after a few weeks.",3,2022-08-10,2022-08-10,False
kids-light-up-sneakers-4,https://web-scraping.dev/product/22,Comfortable and fun! My child loves showing off the light-up feature to friends.,4,2022-09-15,2022-09-15,False
kids-light-up-sneakers-5,https://web-scraping.dev/product/22,"Nice design and the lights are bright. However, they run a bit small. Order a size up.",4,2022-10-05,2022-10-05,False
classic-leather-sneakers-1,https://web-scraping.dev/product/23,"These shoes are not only stylish, but also super comfortable. They're perfect for any occasion!",5,2022-06-15,2022-06-15,False
classic-leather-sneakers-2,https://web-scraping.dev/product/23,I love the classic design of these sneakers. They match well with my outfits. The leather is of top quality.,4,2022-07-10,2022-07-10,False
classic-leather-sneakers-3,https://web-scraping.dev/product/23,I got the black ones and they look sleek. Got compliments on the first day I wore them out.,5,2022-08-07,2022-08-07,False
classic-leather-sneakers-4,https://web-scraping.dev/product/23,They're nice shoes but they felt a little tight at first. They loosened up after a few days though.,3,2022-09-12,2022-09-12,False
classic-leather-sneakers-5,https://web-scraping.dev/product/23,Was looking for a good pair of white sneakers and these fit the bill. Excellent quality and design.,5,2022-11-20,2022-11-20,False
cat-ear-beanie-1,https://web-scraping.dev/product/24,"Love this Cat Ear Beanie! It's so cute and surprisingly warm. The material is so soft, and the cat ears are a nice touch!",5,2022-07-15,2022-07-15,False
cat-ear-beanie-2,https://web-scraping.dev/product/24,"A cozy and unique beanie. Received a lot of compliments. Plus, it's cat-themed, so that's a win for me!",4,2022-09-20,2022-09-20,False
cat-ear-beanie-3,https://web-scraping.dev/product/24,"Great beanie, but I wish there were more colors available. The cat ears design is really nice.",3,2022-10-05,2022-10-05,False
cat-ear-beanie-4,https://web-scraping.dev/product/24,"I bought this for my daughter, and she adores it! It's become her favorite winter accessory.",5,2022-12-25,2022-12-25,False
cat-ear-beanie-5,https://web-scraping.dev/product/24,A must-have for cat lovers. It's adorable and keeps me warm during chilly weather.,4,2023-01-10,2023-01-10,True
chocolate-candy-box-1,https://web-scraping.dev/product/1,Absolutely delicious! The orange flavor is my favorite.,5,2022-07-22,2022-07-22,False
chocolate-candy-box-2,https://web-scraping.dev/product/1,"I bought these as a gift, and they were well received. Will definitely purchase again.",4,2022-08-16,2022-08-16,False
chocolate-candy-box-3,https://web-scraping.dev/product/1,Nice variety of flavors. The chocolate is rich and smooth.,5,2022-09-10,2022-09-10,False
chocolate-candy-box-4,https://web-scraping.dev/product/1,The cherry flavor is amazing. Will be buying more.,5,2022-10-02,2022-10-02,False
chocolate-candy-box-5,https://web-scraping.dev/product/1,"A bit pricey, but the quality of the chocolate is worth it.",4,2022-11-05,2022-11-05,False
dark-red-potion-1,https://web-scraping.dev/product/2,The cherry cola flavor is very appealing. Provides a good energy boost for gaming!,4,2023-02-12,2023-02-12,True
dark-red-potion-2,https://web-scraping.dev/product/2,"Definitely helped me stay focused during my long gaming nights. Plus, the bottle design is pretty cool.",5,2023-03-14,2023-03-14,True
dark-red-potion-3,https://web-scraping.dev/product/2,"Great taste, and the energy kick is awesome. Feels just like a strength potion.",5,2023-04-05,2023-04-05,True
dark-red-potion-4,https://web-scraping.dev/product/2,The cherry cola flavor is a win. Keeps me energized and focused.,5,2023-05-12,2023-05-12,True
teal-potion-1,https://web-scraping.dev/product/3,The mint and citrus blend is very refreshing. And the bottle design is great too!,5,2023-02-12,2023-02-12,True
teal-potion-2,https://web-scraping.dev/product/3,"I love how it gives me the energy I need for my gaming sessions. Plus, no sugar crash.",4,2023-03-14,2023-03-14,True
teal-potion-3,https://web-scraping.dev/product/3,Really helps me focus during intense gaming marathons. The teal color is a nice touch.,5,2023-04-07,2023-04-07,True
teal-potion-4,https://web-scraping.dev/product/3,Unique flavor and great energy boost. It's the perfect gamer's drink!,5,2023-05-18,2023-05-18,True
red-potion-1,https://web-scraping.dev/product/4,The berry flavor is intense and delicious. Great for keeping me focused during my gaming sessions.,5,2023-02-10,2023-02-10,True
red-potion-2,https://web-scraping.dev/product/4,"Not only does it look cool, but it tastes great and gives a good energy boost!",5,2023-03-20,2023-03-20,True
red-potion-3,https://web-scraping.dev/product/4,It's like a health potion for gamers! The energy boost is spot on.,4,2023-04-09,2023-04-09,True
red-potion-4,https://web-scraping.dev/product/4,Good flavor and keeps me energized. The bottle design is really fun.,5,2023-05-17,2023-05-17,True
blue-energy-potion-1,https://web-scraping.dev/product/5,The design is just epic! And the energy boost is real.,4,2023-01-15,2023-01-15,True
blue-energy-potion-2,https://web-scraping.dev/product/5,Perfect for long gaming nights. Love the taste and the cool bottle design.,5,2023-02-20,2023-02-20,True
blue-energy-potion-3,https://web-scraping.dev/product/5,"Finally, an energy drink for gamers! It's just like a mana potion.",5,2023-03-10,2023-03-10,True
blue-energy-potion-4,https://web-scraping.dev/product/5,Great taste and doesn't give me a crash afterwards.,4,2023-04-01,2023-04-01,True
blue-energy-potion-5,https://web-scraping.dev/product/5,Really enjoyed the citrus flavor and the energy boost it gives.,5,2023-04-25,2023-04-25,True
dragon-potion-1,https://web-scraping.dev/product/6,"The tropical flavor is really good, and the energy kick is powerful.",5,2023-02-18,2023-02-18,True
dragon-potion-2,https://web-scraping.dev/product/6,Just what I need for long gaming sessions. Great flavor and energy boost.,5,2023-03-15,2023-03-15,True
dragon-potion-3,https://web-scraping.dev/product/6,This potion is a game changer. Love the energy boost and the flavor.,5,2023-04-11,2023-04-11,True
dragon-potion-4,https://web-scraping.dev/product/6,Excellent energy drink for gamers. The tropical flavor is refreshing.,4,2023-05-16,2023-05-16,True
chocolate-candy-box-1,https://web-scraping.dev/product/13,Absolutely delicious! The orange flavor is my favorite.,5,2022-07-22,2022-07-22,False
chocolate-candy-box-2,https://web-scraping.dev/product/13,"I bought these as a gift, and they were well received. Will definitely purchase again.",4,2022-08-16,2022-08-16,False
chocolate-candy-box-3,https://web-scraping.dev/product/13,Nice variety of flavors. The chocolate is rich and smooth.,5,2022-09-10,2022-09-10,False
chocolate-candy-box-4,https://web-scraping.dev/product/13,The cherry flavor is amazing. Will be buying more.,5,2022-10-02,2022-10-02,False
chocolate-candy-box-5,https://web-scraping.dev/product/13,"A bit pricey, but the quality of the chocolate is worth it.",4,2022-11-05,2022-11-05,False
dark-red-potion-1,https://web-scraping.dev/product/14,The cherry cola flavor is very appealing. Provides a good energy boost for gaming!,4,2023-02-12,2023-02-12,True
dark-red-potion-2,https://web-scraping.dev/product/14,"Definitely helped me stay focused during my long gaming nights. Plus, the bottle design is pretty cool.",5,2023-03-14,2023-03-14,True
dark-red-potion-3,https://web-scraping.dev/product/14,"Great taste, and the energy kick is awesome. Feels just like a strength potion.",5,2023-04-05,2023-04-05,True
dark-red-potion-4,https://web-scraping.dev/product/14,The cherry cola flavor is a win. Keeps me energized and focused.,5,2023-05-12,2023-05-12,True
teal-potion-1,https://web-scraping.dev/product/15,The mint and citrus blend is very refreshing. And the bottle design is great too!,5,2023-02-12,2023-02-12,True
teal-potion-2,https://web-scraping.dev/product/15,"I love how it gives me the energy I need for my gaming sessions. Plus, no sugar crash.",4,2023-03-14,2023-03-14,True
teal-potion-3,https://web-scraping.dev/product/15,Really helps me focus during intense gaming marathons. The teal color is a nice touch.,5,2023-04-07,2023-04-07,True
teal-potion-4,https://web-scraping.dev/product/15,Unique flavor and great energy boost. It's the perfect gamer's drink!,5,2023-05-18,2023-05-18,True
red-potion-1,https://web-scraping.dev/product/16,The berry flavor is intense and delicious. Great for keeping me focused during my gaming sessions.,5,2023-02-10,2023-02-10,True
red-potion-2,https://web-scraping.dev/product/16,"Not only does it look cool, but it tastes great and gives a good energy boost!",5,2023-03-20,2023-03-20,True
red-potion-3,https://web-scraping.dev/product/16,It's like a health potion for gamers! The energy boost is spot on.,4,2023-04-09,2023-04-09,True
red-potion-4,https://web-scraping.dev/product/16,Good flavor and keeps me energized. The bottle design is really fun.,5,2023-05-17,2023-05-17,True
blue-energy-potion-1,https://web-scraping.dev/product/17,The design is just epic! And the energy boost is real.,4,2023-01-15,2023-01-15,True
blue-energy-potion-2,https://web-scraping.dev/product/17,Perfect for long gaming nights. Love the taste and the cool bottle design.,5,2023-02-20,2023-02-20,True
blue-energy-potion-3,https://web-scraping.dev/product/17,"Finally, an energy drink for gamers! It's just like a mana potion.",5,2023-03-10,2023-03-10,True
blue-energy-potion-4,https://web-scraping.dev/product/17,Great taste and doesn't give me a crash afterwards.,4,2023-04-01,2023-04-01,True
blue-energy-potion-5,https://web-scraping.dev/product/17,Really enjoyed the citrus flavor and the energy boost it gives.,5,2023-04-25,2023-04-25,True
dragon-potion-1,https://web-scraping.dev/product/18,"The tropical flavor is really good, and the energy kick is powerful.",5,2023-02-18,2023-02-18,True
dragon-potion-2,https://web-scraping.dev/product/18,Just what I need for long gaming sessions. Great flavor and energy boost.,5,2023-03-15,2023-03-15,True
dragon-potion-3,https://web-scraping.dev/product/18,This potion is a game changer. Love the energy boost and the flavor.,5,2023-04-11,2023-04-11,True
dragon-potion-4,https://web-scraping.dev/product/18,Excellent energy drink for gamers. The tropical flavor is refreshing.,4,2023-05-16,2023-05-16,True
chocolate-candy-box-1,https://web-scraping.dev/product/25,Absolutely delicious! The orange flavor is my favorite.,5,2022-07-22,2022-07-22,False
chocolate-candy-box-2,https://web-scraping.dev/product/25,"I bought these as a gift, and they were well received. Will definitely purchase again.",4,2022-08-16,2022-08-16,False
chocolate-candy-box-3,https://web-scraping.dev/product/25,Nice variety of flavors. The chocolate is rich and smooth.,5,2022-09-10,2022-09-10,False
chocolate-candy-box-4,https://web-scraping.dev/product/25,The cherry flavor is amazing. Will be buying more.,5,2022-10-02,2022-10-02,False
chocolate-candy-box-5,https://web-scraping.dev/product/25,"A bit pricey, but the quality of the chocolate is worth it.",4,2022-11-05,2022-11-05,False
dark-red-potion-1,https://web-scraping.dev/product/26,The cherry cola flavor is very appealing. Provides a good energy boost for gaming!,4,2023-02-12,2023-02-12,True
dark-red-potion-2,https://web-scraping.dev/product/26,"Definitely helped me stay focused during my long gaming nights. Plus, the bottle design is pretty cool.",5,2023-03-14,2023-03-14,True
dark-red-potion-3,https://web-scraping.dev/product/26,"Great taste, and the energy kick is awesome. Feels just like a strength potion.",5,2023-04-05,2023-04-05,True
dark-red-potion-4,https://web-scraping.dev/product/26,The cherry cola flavor is a win. Keeps me energized and focused.,5,2023-05-12,2023-05-12,True
teal-potion-1,https://web-scraping.dev/product/27,The mint and citrus blend is very refreshing. And the bottle design is great too!,5,2023-02-12,2023-02-12,True
teal-potion-2,https://web-scraping.dev/product/27,"I love how it gives me the energy I need for my gaming sessions. Plus, no sugar crash.",4,2023-03-14,2023-03-14,True
teal-potion-3,https://web-scraping.dev/product/27,Really helps me focus during intense gaming marathons. The teal color is a nice touch.,5,2023-04-07,2023-04-07,True
teal-potion-4,https://web-scraping.dev/product/27,Unique flavor and great energy boost. It's the perfect gamer's drink!,5,2023-05-18,2023-05-18,True
red-potion-1,https://web-scraping.dev/product/28,The berry flavor is intense and delicious. Great for keeping me focused during my gaming sessions.,5,2023-02-10,2023-02-10,True
red-potion-2,https://web-scraping.dev/product/28,"Not only does it look cool, but it tastes great and gives a good energy boost!",5,2023-03-20,2023-03-20,True
red-potion-3,https://web-scraping.dev/product/28,It's like a health potion for gamers! The energy boost is spot on.,4,2023-04-09,2023-04-09,True
red-potion-4,https://web-scraping.dev/product/28,Good flavor and keeps me energized. The bottle design is really fun.,5,2023-05-17,2023-05-17,True
